DATE,SEC_NAME,EXE_MODE,EXE_PRICE,EXE_ENDDATE,CLOSE
2015/05/19,50ETF沽2015年12月3.50,认沽,3.5,2015/12/23 00:00,0.5678
2015/05/19,50ETF购2015年12月2.95,认购,2.95,2015/12/23 00:00,0.4317
2015/05/19,50ETF沽2015年12月2.95,认沽,2.95,2015/12/23 00:00,0.24
2015/05/19,50ETF购2015年12月2.90,认购,2.9,2015/12/23 00:00,0.4675
2015/05/19,50ETF沽2015年12月2.90,认沽,2.9,2015/12/23 00:00,0.223
2015/05/19,50ETF购2015年12月2.85,认购,2.85,2015/12/23 00:00,0.4868
2015/05/19,50ETF沽2015年12月2.85,认沽,2.85,2015/12/23 00:00,0.1974
2015/05/20,50ETF购2015年6月2.20,认购,2.2,2015/06/24 00:00,0.8933
2015/05/20,50ETF购2015年6月2.25,认购,2.25,2015/06/24 00:00,0.8344
2015/05/20,50ETF购2015年6月2.30,认购,2.3,2015/06/24 00:00,0.7786
2015/05/20,50ETF购2015年6月2.35,认购,2.35,2015/06/24 00:00,0.7295
2015/05/20,50ETF购2015年6月2.40,认购,2.4,2015/06/24 00:00,0.6808
2015/05/20,50ETF沽2015年6月2.20,认沽,2.2,2015/06/24 00:00,0.002
2015/05/20,50ETF沽2015年6月2.25,认沽,2.25,2015/06/24 00:00,0.0015
2015/05/20,50ETF沽2015年6月2.30,认沽,2.3,2015/06/24 00:00,0.0018
2015/05/20,50ETF沽2015年6月2.35,认沽,2.35,2015/06/24 00:00,0.0018
2015/05/20,50ETF沽2015年6月2.40,认沽,2.4,2015/06/24 00:00,0.0026
2015/05/20,50ETF购2015年9月2.20,认购,2.2,2015/09/23 00:00,0.9566
2015/05/20,50ETF购2015年9月2.25,认购,2.25,2015/09/23 00:00,0.8501
2015/05/20,50ETF购2015年9月2.30,认购,2.3,2015/09/23 00:00,0.818
2015/05/20,50ETF购2015年9月2.35,认购,2.35,2015/09/23 00:00,0.8155
2015/05/20,50ETF购2015年9月2.40,认购,2.4,2015/09/23 00:00,0.77
2015/05/20,50ETF沽2015年9月2.20,认沽,2.2,2015/09/23 00:00,0.0116
2015/05/20,50ETF沽2015年9月2.25,认沽,2.25,2015/09/23 00:00,0.0146
2015/05/20,50ETF沽2015年9月2.30,认沽,2.3,2015/09/23 00:00,0.0186
2015/05/20,50ETF沽2015年9月2.35,认沽,2.35,2015/09/23 00:00,0.0239
2015/05/20,50ETF沽2015年9月2.40,认沽,2.4,2015/09/23 00:00,0.0289
2015/05/20,50ETF购2015年6月2.45,认购,2.45,2015/06/24 00:00,0.6501
2015/05/20,50ETF沽2015年6月2.45,认沽,2.45,2015/06/24 00:00,0.0029
2015/05/20,50ETF购2015年9月2.45,认购,2.45,2015/09/23 00:00,0.6929
2015/05/20,50ETF沽2015年9月2.45,认沽,2.45,2015/09/23 00:00,0.0355
2015/05/20,50ETF购2015年6月2.50,认购,2.5,2015/06/24 00:00,0.5837
2015/05/20,50ETF沽2015年6月2.50,认沽,2.5,2015/06/24 00:00,0.0046
2015/05/20,50ETF购2015年9月2.50,认购,2.5,2015/09/23 00:00,0.6506
2015/05/20,50ETF沽2015年9月2.50,认沽,2.5,2015/09/23 00:00,0.0406
2015/05/20,50ETF购2015年6月2.55,认购,2.55,2015/06/24 00:00,0.5358
2015/05/20,50ETF沽2015年6月2.55,认沽,2.55,2015/06/24 00:00,0.0063
2015/05/20,50ETF购2015年9月2.55,认购,2.55,2015/09/23 00:00,0.6298
2015/05/20,50ETF沽2015年9月2.55,认沽,2.55,2015/09/23 00:00,0.0537
2015/05/20,50ETF购2015年6月2.60,认购,2.6,2015/06/24 00:00,0.4886
2015/05/20,50ETF沽2015年6月2.60,认沽,2.6,2015/06/24 00:00,0.0099
2015/05/20,50ETF购2015年9月2.60,认购,2.6,2015/09/23 00:00,0.5958
2015/05/20,50ETF沽2015年9月2.60,认沽,2.6,2015/09/23 00:00,0.0617
2015/05/20,50ETF购2015年6月2.65,认购,2.65,2015/06/24 00:00,0.4437
2015/05/20,50ETF沽2015年6月2.65,认沽,2.65,2015/06/24 00:00,0.0123
2015/05/20,50ETF购2015年9月2.65,认购,2.65,2015/09/23 00:00,0.565
2015/05/20,50ETF沽2015年9月2.65,认沽,2.65,2015/09/23 00:00,0.0721
2015/05/20,50ETF购2015年6月2.70,认购,2.7,2015/06/24 00:00,0.3985
2015/05/20,50ETF沽2015年6月2.70,认沽,2.7,2015/06/24 00:00,0.0172
2015/05/20,50ETF购2015年9月2.70,认购,2.7,2015/09/23 00:00,0.5019
2015/05/20,50ETF沽2015年9月2.70,认沽,2.7,2015/09/23 00:00,0.0885
2015/05/20,50ETF购2015年6月2.75,认购,2.75,2015/06/24 00:00,0.3726
2015/05/20,50ETF沽2015年6月2.75,认沽,2.75,2015/06/24 00:00,0.0238
2015/05/20,50ETF购2015年9月2.75,认购,2.75,2015/09/23 00:00,0.4483
2015/05/20,50ETF沽2015年9月2.75,认沽,2.75,2015/09/23 00:00,0.0965
2015/05/20,50ETF购2015年6月2.80,认购,2.8,2015/06/24 00:00,0.3362
2015/05/20,50ETF沽2015年6月2.80,认沽,2.8,2015/06/24 00:00,0.034
2015/05/20,50ETF购2015年9月2.80,认购,2.8,2015/09/23 00:00,0.4367
2015/05/20,50ETF沽2015年9月2.80,认沽,2.8,2015/09/23 00:00,0.11
2015/05/20,50ETF购2015年5月2.50,认购,2.5,2015/05/27 00:00,0.5854
2015/05/20,50ETF购2015年5月2.55,认购,2.55,2015/05/27 00:00,0.5334
2015/05/20,50ETF购2015年5月2.60,认购,2.6,2015/05/27 00:00,0.478
2015/05/20,50ETF购2015年5月2.65,认购,2.65,2015/05/27 00:00,0.4349
2015/05/20,50ETF购2015年5月2.70,认购,2.7,2015/05/27 00:00,0.374
2015/05/20,50ETF沽2015年5月2.50,认沽,2.5,2015/05/27 00:00,0.0004
2015/05/20,50ETF沽2015年5月2.55,认沽,2.55,2015/05/27 00:00,0.0001
2015/05/20,50ETF沽2015年5月2.60,认沽,2.6,2015/05/27 00:00,0.0006
2015/05/20,50ETF沽2015年5月2.65,认沽,2.65,2015/05/27 00:00,0.0004
2015/05/20,50ETF沽2015年5月2.70,认沽,2.7,2015/05/27 00:00,0.001
2015/05/20,50ETF购2015年5月2.75,认购,2.75,2015/05/27 00:00,0.3183
2015/05/20,50ETF沽2015年5月2.75,认沽,2.75,2015/05/27 00:00,0.0011
2015/05/20,50ETF购2015年5月2.80,认购,2.8,2015/05/27 00:00,0.2865
2015/05/20,50ETF购2015年5月2.85,认购,2.85,2015/05/27 00:00,0.2304
2015/05/20,50ETF沽2015年5月2.80,认沽,2.8,2015/05/27 00:00,0.001
2015/05/20,50ETF沽2015年5月2.85,认沽,2.85,2015/05/27 00:00,0.0051
2015/05/20,50ETF购2015年6月2.85,认购,2.85,2015/06/24 00:00,0.2809
2015/05/20,50ETF沽2015年6月2.85,认沽,2.85,2015/06/24 00:00,0.0446
2015/05/20,50ETF购2015年9月2.85,认购,2.85,2015/09/23 00:00,0.4239
2015/05/20,50ETF沽2015年9月2.85,认沽,2.85,2015/09/23 00:00,0.1248
2015/05/20,50ETF购2015年5月2.90,认购,2.9,2015/05/27 00:00,0.1776
2015/05/20,50ETF购2015年5月2.95,认购,2.95,2015/05/27 00:00,0.14
2015/05/20,50ETF沽2015年5月2.90,认沽,2.9,2015/05/27 00:00,0.0078
2015/05/20,50ETF沽2015年5月2.95,认沽,2.95,2015/05/27 00:00,0.0168
2015/05/20,50ETF购2015年6月2.90,认购,2.9,2015/06/24 00:00,0.2537
2015/05/20,50ETF购2015年6月2.95,认购,2.95,2015/06/24 00:00,0.2136
2015/05/20,50ETF沽2015年6月2.90,认沽,2.9,2015/06/24 00:00,0.0596
2015/05/20,50ETF沽2015年6月2.95,认沽,2.95,2015/06/24 00:00,0.076
2015/05/20,50ETF购2015年9月2.90,认购,2.9,2015/09/23 00:00,0.3864
2015/05/20,50ETF购2015年9月2.95,认购,2.95,2015/09/23 00:00,0.3545
2015/05/20,50ETF沽2015年9月2.90,认沽,2.9,2015/09/23 00:00,0.1616
2015/05/20,50ETF沽2015年9月2.95,认沽,2.95,2015/09/23 00:00,0.1624
2015/05/20,50ETF购2015年5月3.00,认购,3.0,2015/05/27 00:00,0.1025
2015/05/20,50ETF沽2015年5月3.00,认沽,3.0,2015/05/27 00:00,0.0297
2015/05/20,50ETF购2015年6月3.00,认购,3.0,2015/06/24 00:00,0.1796
2015/05/20,50ETF沽2015年6月3.00,认沽,3.0,2015/06/24 00:00,0.098
2015/05/20,50ETF购2015年9月3.00,认购,3.0,2015/09/23 00:00,0.32
2015/05/20,50ETF沽2015年9月3.00,认沽,3.0,2015/09/23 00:00,0.1861
2015/05/20,50ETF购2015年5月3.10,认购,3.1,2015/05/27 00:00,0.0497
2015/05/20,50ETF沽2015年5月3.10,认沽,3.1,2015/05/27 00:00,0.0793
2015/05/20,50ETF购2015年6月3.10,认购,3.1,2015/06/24 00:00,0.1328
2015/05/20,50ETF沽2015年6月3.10,认沽,3.1,2015/06/24 00:00,0.152
2015/05/20,50ETF购2015年9月3.10,认购,3.1,2015/09/23 00:00,0.2681
2015/05/20,50ETF沽2015年9月3.10,认沽,3.1,2015/09/23 00:00,0.2361
2015/05/20,50ETF购2015年5月3.20,认购,3.2,2015/05/27 00:00,0.0232
2015/05/20,50ETF沽2015年5月3.20,认沽,3.2,2015/05/27 00:00,0.1506
2015/05/20,50ETF购2015年6月3.20,认购,3.2,2015/06/24 00:00,0.0988
2015/05/20,50ETF沽2015年6月3.20,认沽,3.2,2015/06/24 00:00,0.2093
2015/05/20,50ETF购2015年9月3.20,认购,3.2,2015/09/23 00:00,0.2367
2015/05/20,50ETF沽2015年9月3.20,认沽,3.2,2015/09/23 00:00,0.2903
2015/05/20,50ETF购2015年5月3.30,认购,3.3,2015/05/27 00:00,0.0096
2015/05/20,50ETF沽2015年5月3.30,认沽,3.3,2015/05/27 00:00,0.24
2015/05/20,50ETF购2015年6月3.30,认购,3.3,2015/06/24 00:00,0.0747
2015/05/20,50ETF沽2015年6月3.30,认沽,3.3,2015/06/24 00:00,0.2969
2015/05/20,50ETF购2015年9月3.30,认购,3.3,2015/09/23 00:00,0.2028
2015/05/20,50ETF沽2015年9月3.30,认沽,3.3,2015/09/23 00:00,0.3705
2015/05/20,50ETF购2015年5月3.40,认购,3.4,2015/05/27 00:00,0.0051
2015/05/20,50ETF沽2015年5月3.40,认沽,3.4,2015/05/27 00:00,0.3274
2015/05/20,50ETF购2015年6月3.40,认购,3.4,2015/06/24 00:00,0.0566
2015/05/20,50ETF沽2015年6月3.40,认沽,3.4,2015/06/24 00:00,0.3718
2015/05/20,50ETF购2015年9月3.40,认购,3.4,2015/09/23 00:00,0.17
2015/05/20,50ETF沽2015年9月3.40,认沽,3.4,2015/09/23 00:00,0.4194
2015/05/20,50ETF购2015年12月3.00,认购,3.0,2015/12/23 00:00,0.435
2015/05/20,50ETF购2015年12月3.10,认购,3.1,2015/12/23 00:00,0.3853
2015/05/20,50ETF购2015年12月3.20,认购,3.2,2015/12/23 00:00,0.352
2015/05/20,50ETF购2015年12月3.30,认购,3.3,2015/12/23 00:00,0.3169
2015/05/20,50ETF购2015年12月3.40,认购,3.4,2015/12/23 00:00,0.2658
2015/05/20,50ETF沽2015年12月3.00,认沽,3.0,2015/12/23 00:00,0.2391
2015/05/20,50ETF沽2015年12月3.10,认沽,3.1,2015/12/23 00:00,0.3086
2015/05/20,50ETF沽2015年12月3.20,认沽,3.2,2015/12/23 00:00,0.3702
2015/05/20,50ETF沽2015年12月3.30,认沽,3.3,2015/12/23 00:00,0.3976
2015/05/20,50ETF沽2015年12月3.40,认沽,3.4,2015/12/23 00:00,0.4788
2015/05/20,50ETF购2015年5月3.50,认购,3.5,2015/05/27 00:00,0.0024
2015/05/20,50ETF沽2015年5月3.50,认沽,3.5,2015/05/27 00:00,0.424
2015/05/20,50ETF购2015年6月3.50,认购,3.5,2015/06/24 00:00,0.043
2015/05/20,50ETF沽2015年6月3.50,认沽,3.5,2015/06/24 00:00,0.4551
2015/05/20,50ETF购2015年9月3.50,认购,3.5,2015/09/23 00:00,0.1426
2015/05/20,50ETF沽2015年9月3.50,认沽,3.5,2015/09/23 00:00,0.4928
2015/05/20,50ETF购2015年12月3.50,认购,3.5,2015/12/23 00:00,0.2396
2015/05/20,50ETF沽2015年12月3.50,认沽,3.5,2015/12/23 00:00,0.5336
2015/05/20,50ETF购2015年12月2.95,认购,2.95,2015/12/23 00:00,0.45
2015/05/20,50ETF沽2015年12月2.95,认沽,2.95,2015/12/23 00:00,0.24
2015/05/20,50ETF购2015年12月2.90,认购,2.9,2015/12/23 00:00,0.4935
2015/05/20,50ETF沽2015年12月2.90,认沽,2.9,2015/12/23 00:00,0.2136
2015/05/20,50ETF购2015年12月2.85,认购,2.85,2015/12/23 00:00,0.52
2015/05/20,50ETF沽2015年12月2.85,认沽,2.85,2015/12/23 00:00,0.1869
2015/05/21,50ETF购2015年6月2.20,认购,2.2,2015/06/24 00:00,0.899
2015/05/21,50ETF购2015年6月2.25,认购,2.25,2015/06/24 00:00,0.855
2015/05/21,50ETF购2015年6月2.30,认购,2.3,2015/06/24 00:00,0.8046
2015/05/21,50ETF购2015年6月2.35,认购,2.35,2015/06/24 00:00,0.7461
2015/05/21,50ETF购2015年6月2.40,认购,2.4,2015/06/24 00:00,0.7146
2015/05/21,50ETF沽2015年6月2.20,认沽,2.2,2015/06/24 00:00,0.0007
2015/05/21,50ETF沽2015年6月2.25,认沽,2.25,2015/06/24 00:00,0.001
2015/05/21,50ETF沽2015年6月2.30,认沽,2.3,2015/06/24 00:00,0.0014
2015/05/21,50ETF沽2015年6月2.35,认沽,2.35,2015/06/24 00:00,0.002
2015/05/21,50ETF沽2015年6月2.40,认沽,2.4,2015/06/24 00:00,0.0028
2015/05/21,50ETF购2015年9月2.20,认购,2.2,2015/09/23 00:00,0.935
2015/05/21,50ETF购2015年9月2.25,认购,2.25,2015/09/23 00:00,0.8984
2015/05/21,50ETF购2015年9月2.30,认购,2.3,2015/09/23 00:00,0.8489
2015/05/21,50ETF购2015年9月2.35,认购,2.35,2015/09/23 00:00,0.8
2015/05/21,50ETF购2015年9月2.40,认购,2.4,2015/09/23 00:00,0.747
2015/05/21,50ETF沽2015年9月2.20,认沽,2.2,2015/09/23 00:00,0.011
2015/05/21,50ETF沽2015年9月2.25,认沽,2.25,2015/09/23 00:00,0.0135
2015/05/21,50ETF沽2015年9月2.30,认沽,2.3,2015/09/23 00:00,0.0173
2015/05/21,50ETF沽2015年9月2.35,认沽,2.35,2015/09/23 00:00,0.0219
2015/05/21,50ETF沽2015年9月2.40,认沽,2.4,2015/09/23 00:00,0.0266
2015/05/21,50ETF购2015年6月2.45,认购,2.45,2015/06/24 00:00,0.6461
2015/05/21,50ETF沽2015年6月2.45,认沽,2.45,2015/06/24 00:00,0.0022
2015/05/21,50ETF购2015年9月2.45,认购,2.45,2015/09/23 00:00,0.7037
2015/05/21,50ETF沽2015年9月2.45,认沽,2.45,2015/09/23 00:00,0.0321
2015/05/21,50ETF购2015年6月2.50,认购,2.5,2015/06/24 00:00,0.5999
2015/05/21,50ETF沽2015年6月2.50,认沽,2.5,2015/06/24 00:00,0.0035
2015/05/21,50ETF购2015年9月2.50,认购,2.5,2015/09/23 00:00,0.6768
2015/05/21,50ETF沽2015年9月2.50,认沽,2.5,2015/09/23 00:00,0.0406
2015/05/21,50ETF购2015年6月2.55,认购,2.55,2015/06/24 00:00,0.5501
2015/05/21,50ETF沽2015年6月2.55,认沽,2.55,2015/06/24 00:00,0.006
2015/05/21,50ETF购2015年9月2.55,认购,2.55,2015/09/23 00:00,0.6298
2015/05/21,50ETF沽2015年9月2.55,认沽,2.55,2015/09/23 00:00,0.0488
2015/05/21,50ETF购2015年6月2.60,认购,2.6,2015/06/24 00:00,0.5237
2015/05/21,50ETF沽2015年6月2.60,认沽,2.6,2015/06/24 00:00,0.0092
2015/05/21,50ETF购2015年9月2.60,认购,2.6,2015/09/23 00:00,0.5834
2015/05/21,50ETF沽2015年9月2.60,认沽,2.6,2015/09/23 00:00,0.0579
2015/05/21,50ETF购2015年6月2.65,认购,2.65,2015/06/24 00:00,0.4597
2015/05/21,50ETF沽2015年6月2.65,认沽,2.65,2015/06/24 00:00,0.0131
2015/05/21,50ETF购2015年9月2.65,认购,2.65,2015/09/23 00:00,0.5455
2015/05/21,50ETF沽2015年9月2.65,认沽,2.65,2015/09/23 00:00,0.0676
2015/05/21,50ETF购2015年6月2.70,认购,2.7,2015/06/24 00:00,0.4356
2015/05/21,50ETF沽2015年6月2.70,认沽,2.7,2015/06/24 00:00,0.0184
2015/05/21,50ETF购2015年9月2.70,认购,2.7,2015/09/23 00:00,0.5087
2015/05/21,50ETF沽2015年9月2.70,认沽,2.7,2015/09/23 00:00,0.075
2015/05/21,50ETF购2015年6月2.75,认购,2.75,2015/06/24 00:00,0.3694
2015/05/21,50ETF沽2015年6月2.75,认沽,2.75,2015/06/24 00:00,0.0245
2015/05/21,50ETF购2015年9月2.75,认购,2.75,2015/09/23 00:00,0.4483
2015/05/21,50ETF沽2015年9月2.75,认沽,2.75,2015/09/23 00:00,0.0997
2015/05/21,50ETF购2015年6月2.80,认购,2.8,2015/06/24 00:00,0.3328
2015/05/21,50ETF沽2015年6月2.80,认沽,2.8,2015/06/24 00:00,0.0333
2015/05/21,50ETF购2015年9月2.80,认购,2.8,2015/09/23 00:00,0.4367
2015/05/21,50ETF沽2015年9月2.80,认沽,2.8,2015/09/23 00:00,0.1118
2015/05/21,50ETF购2015年5月2.50,认购,2.5,2015/05/27 00:00,0.5943
2015/05/21,50ETF购2015年5月2.55,认购,2.55,2015/05/27 00:00,0.5285
2015/05/21,50ETF购2015年5月2.60,认购,2.6,2015/05/27 00:00,0.4984
2015/05/21,50ETF购2015年5月2.65,认购,2.65,2015/05/27 00:00,0.4468
2015/05/21,50ETF购2015年5月2.70,认购,2.7,2015/05/27 00:00,0.3978
2015/05/21,50ETF沽2015年5月2.50,认沽,2.5,2015/05/27 00:00,0.0002
2015/05/21,50ETF沽2015年5月2.55,认沽,2.55,2015/05/27 00:00,0.0001
2015/05/21,50ETF沽2015年5月2.60,认沽,2.6,2015/05/27 00:00,0.0001
2015/05/21,50ETF沽2015年5月2.65,认沽,2.65,2015/05/27 00:00,0.0002
2015/05/21,50ETF沽2015年5月2.70,认沽,2.7,2015/05/27 00:00,0.0003
2015/05/21,50ETF购2015年5月2.75,认购,2.75,2015/05/27 00:00,0.35
2015/05/21,50ETF沽2015年5月2.75,认沽,2.75,2015/05/27 00:00,0.0011
2015/05/21,50ETF购2015年5月2.80,认购,2.8,2015/05/27 00:00,0.3035
2015/05/21,50ETF购2015年5月2.85,认购,2.85,2015/05/27 00:00,0.2505
2015/05/21,50ETF沽2015年5月2.80,认沽,2.8,2015/05/27 00:00,0.0012
2015/05/21,50ETF沽2015年5月2.85,认沽,2.85,2015/05/27 00:00,0.0027
2015/05/21,50ETF购2015年6月2.85,认购,2.85,2015/06/24 00:00,0.2998
2015/05/21,50ETF沽2015年6月2.85,认沽,2.85,2015/06/24 00:00,0.0445
2015/05/21,50ETF购2015年9月2.85,认购,2.85,2015/09/23 00:00,0.4239
2015/05/21,50ETF沽2015年9月2.85,认沽,2.85,2015/09/23 00:00,0.128
2015/05/21,50ETF购2015年5月2.90,认购,2.9,2015/05/27 00:00,0.208
2015/05/21,50ETF购2015年5月2.95,认购,2.95,2015/05/27 00:00,0.16
2015/05/21,50ETF沽2015年5月2.90,认沽,2.9,2015/05/27 00:00,0.0047
2015/05/21,50ETF沽2015年5月2.95,认沽,2.95,2015/05/27 00:00,0.0082
2015/05/21,50ETF购2015年6月2.90,认购,2.9,2015/06/24 00:00,0.2673
2015/05/21,50ETF购2015年6月2.95,认购,2.95,2015/06/24 00:00,0.235
2015/05/21,50ETF沽2015年6月2.90,认沽,2.9,2015/06/24 00:00,0.0572
2015/05/21,50ETF沽2015年6月2.95,认沽,2.95,2015/06/24 00:00,0.0684
2015/05/21,50ETF购2015年9月2.90,认购,2.9,2015/09/23 00:00,0.3806
2015/05/21,50ETF购2015年9月2.95,认购,2.95,2015/09/23 00:00,0.351
2015/05/21,50ETF沽2015年9月2.90,认沽,2.9,2015/09/23 00:00,0.1503
2015/05/21,50ETF沽2015年9月2.95,认沽,2.95,2015/09/23 00:00,0.168
2015/05/21,50ETF购2015年5月3.00,认购,3.0,2015/05/27 00:00,0.1193
2015/05/21,50ETF沽2015年5月3.00,认沽,3.0,2015/05/27 00:00,0.0158
2015/05/21,50ETF购2015年6月3.00,认购,3.0,2015/06/24 00:00,0.2078
2015/05/21,50ETF沽2015年6月3.00,认沽,3.0,2015/06/24 00:00,0.0885
2015/05/21,50ETF购2015年9月3.00,认购,3.0,2015/09/23 00:00,0.3422
2015/05/21,50ETF沽2015年9月3.00,认沽,3.0,2015/09/23 00:00,0.1943
2015/05/21,50ETF购2015年5月3.10,认购,3.1,2015/05/27 00:00,0.0555
2015/05/21,50ETF沽2015年5月3.10,认沽,3.1,2015/05/27 00:00,0.0501
2015/05/21,50ETF购2015年6月3.10,认购,3.1,2015/06/24 00:00,0.151
2015/05/21,50ETF沽2015年6月3.10,认沽,3.1,2015/06/24 00:00,0.1306
2015/05/21,50ETF购2015年9月3.10,认购,3.1,2015/09/23 00:00,0.2788
2015/05/21,50ETF沽2015年9月3.10,认沽,3.1,2015/09/23 00:00,0.2361
2015/05/21,50ETF购2015年5月3.20,认购,3.2,2015/05/27 00:00,0.0193
2015/05/21,50ETF沽2015年5月3.20,认沽,3.2,2015/05/27 00:00,0.1159
2015/05/21,50ETF购2015年6月3.20,认购,3.2,2015/06/24 00:00,0.1088
2015/05/21,50ETF沽2015年6月3.20,认沽,3.2,2015/06/24 00:00,0.1985
2015/05/21,50ETF购2015年9月3.20,认购,3.2,2015/09/23 00:00,0.2358
2015/05/21,50ETF沽2015年9月3.20,认沽,3.2,2015/09/23 00:00,0.2903
2015/05/21,50ETF购2015年5月3.30,认购,3.3,2015/05/27 00:00,0.0065
2015/05/21,50ETF沽2015年5月3.30,认沽,3.3,2015/05/27 00:00,0.2014
2015/05/21,50ETF购2015年6月3.30,认购,3.3,2015/06/24 00:00,0.0808
2015/05/21,50ETF沽2015年6月3.30,认沽,3.3,2015/06/24 00:00,0.2666
2015/05/21,50ETF购2015年9月3.30,认购,3.3,2015/09/23 00:00,0.2003
2015/05/21,50ETF沽2015年9月3.30,认沽,3.3,2015/09/23 00:00,0.3705
2015/05/21,50ETF购2015年5月3.40,认购,3.4,2015/05/27 00:00,0.002
2015/05/21,50ETF沽2015年5月3.40,认沽,3.4,2015/05/27 00:00,0.296
2015/05/21,50ETF购2015年6月3.40,认购,3.4,2015/06/24 00:00,0.0604
2015/05/21,50ETF沽2015年6月3.40,认沽,3.4,2015/06/24 00:00,0.3381
2015/05/21,50ETF购2015年9月3.40,认购,3.4,2015/09/23 00:00,0.1862
2015/05/21,50ETF沽2015年9月3.40,认沽,3.4,2015/09/23 00:00,0.4194
2015/05/21,50ETF购2015年12月3.00,认购,3.0,2015/12/23 00:00,0.4558
2015/05/21,50ETF购2015年12月3.10,认购,3.1,2015/12/23 00:00,0.3801
2015/05/21,50ETF购2015年12月3.20,认购,3.2,2015/12/23 00:00,0.3475
2015/05/21,50ETF购2015年12月3.30,认购,3.3,2015/12/23 00:00,0.2966
2015/05/21,50ETF购2015年12月3.40,认购,3.4,2015/12/23 00:00,0.2773
2015/05/21,50ETF沽2015年12月3.00,认沽,3.0,2015/12/23 00:00,0.2356
2015/05/21,50ETF沽2015年12月3.10,认沽,3.1,2015/12/23 00:00,0.304
2015/05/21,50ETF沽2015年12月3.20,认沽,3.2,2015/12/23 00:00,0.3702
2015/05/21,50ETF沽2015年12月3.30,认沽,3.3,2015/12/23 00:00,0.3976
2015/05/21,50ETF沽2015年12月3.40,认沽,3.4,2015/12/23 00:00,0.4828
2015/05/21,50ETF购2015年5月3.50,认购,3.5,2015/05/27 00:00,0.001
2015/05/21,50ETF沽2015年5月3.50,认沽,3.5,2015/05/27 00:00,0.4167
2015/05/21,50ETF购2015年6月3.50,认购,3.5,2015/06/24 00:00,0.0487
2015/05/21,50ETF沽2015年6月3.50,认沽,3.5,2015/06/24 00:00,0.43
2015/05/21,50ETF购2015年9月3.50,认购,3.5,2015/09/23 00:00,0.1621
2015/05/21,50ETF沽2015年9月3.50,认沽,3.5,2015/09/23 00:00,0.5161
2015/05/21,50ETF购2015年12月3.50,认购,3.5,2015/12/23 00:00,0.2478
2015/05/21,50ETF沽2015年12月3.50,认沽,3.5,2015/12/23 00:00,0.5278
2015/05/21,50ETF购2015年12月2.95,认购,2.95,2015/12/23 00:00,0.4671
2015/05/21,50ETF沽2015年12月2.95,认沽,2.95,2015/12/23 00:00,0.24
2015/05/21,50ETF购2015年12月2.90,认购,2.9,2015/12/23 00:00,0.5088
2015/05/21,50ETF沽2015年12月2.90,认沽,2.9,2015/12/23 00:00,0.2136
2015/05/21,50ETF购2015年12月2.85,认购,2.85,2015/12/23 00:00,0.5401
2015/05/21,50ETF沽2015年12月2.85,认沽,2.85,2015/12/23 00:00,0.1869
2015/05/22,50ETF购2015年6月2.20,认购,2.2,2015/06/24 00:00,0.9986
2015/05/22,50ETF购2015年6月2.25,认购,2.25,2015/06/24 00:00,0.9476
2015/05/22,50ETF购2015年6月2.30,认购,2.3,2015/06/24 00:00,0.8991
2015/05/22,50ETF购2015年6月2.35,认购,2.35,2015/06/24 00:00,0.8502
2015/05/22,50ETF购2015年6月2.40,认购,2.4,2015/06/24 00:00,0.8099
2015/05/22,50ETF沽2015年6月2.20,认沽,2.2,2015/06/24 00:00,0.0009
2015/05/22,50ETF沽2015年6月2.25,认沽,2.25,2015/06/24 00:00,0.0009
2015/05/22,50ETF沽2015年6月2.30,认沽,2.3,2015/06/24 00:00,0.0009
2015/05/22,50ETF沽2015年6月2.35,认沽,2.35,2015/06/24 00:00,0.0019
2015/05/22,50ETF沽2015年6月2.40,认沽,2.4,2015/06/24 00:00,0.0013
2015/05/22,50ETF购2015年9月2.20,认购,2.2,2015/09/23 00:00,1.03
2015/05/22,50ETF购2015年9月2.25,认购,2.25,2015/09/23 00:00,0.9816
2015/05/22,50ETF购2015年9月2.30,认购,2.3,2015/09/23 00:00,0.9381
2015/05/22,50ETF购2015年9月2.35,认购,2.35,2015/09/23 00:00,0.9
2015/05/22,50ETF购2015年9月2.40,认购,2.4,2015/09/23 00:00,0.8269
2015/05/22,50ETF沽2015年9月2.20,认沽,2.2,2015/09/23 00:00,0.0071
2015/05/22,50ETF沽2015年9月2.25,认沽,2.25,2015/09/23 00:00,0.0107
2015/05/22,50ETF沽2015年9月2.30,认沽,2.3,2015/09/23 00:00,0.0124
2015/05/22,50ETF沽2015年9月2.35,认沽,2.35,2015/09/23 00:00,0.0167
2015/05/22,50ETF沽2015年9月2.40,认沽,2.4,2015/09/23 00:00,0.0207
2015/05/22,50ETF购2015年6月2.45,认购,2.45,2015/06/24 00:00,0.7684
2015/05/22,50ETF沽2015年6月2.45,认沽,2.45,2015/06/24 00:00,0.0024
2015/05/22,50ETF购2015年9月2.45,认购,2.45,2015/09/23 00:00,0.7899
2015/05/22,50ETF沽2015年9月2.45,认沽,2.45,2015/09/23 00:00,0.0257
2015/05/22,50ETF购2015年6月2.50,认购,2.5,2015/06/24 00:00,0.704
2015/05/22,50ETF沽2015年6月2.50,认沽,2.5,2015/06/24 00:00,0.0033
2015/05/22,50ETF购2015年9月2.50,认购,2.5,2015/09/23 00:00,0.7536
2015/05/22,50ETF沽2015年9月2.50,认沽,2.5,2015/09/23 00:00,0.032
